theme,site,n_obs,n_vfolds,target_variable,rmse,mtry,min_n,importance_surface_downwelling_longwave_flux_in_air,importance_air_temperature,importance_surface_downwelling_shortwave_flux_in_air,importance_northward_wind,importance_precipitation_flux,importance_relative_humidity,importance_eastward_wind,importance_air_pressure
aquatics,KING,571,10,oxygen,0.5972326807683982,6,5,260.40087347461827,613.1617742170281,322.8034200296976,132.9917597062867,90.91893191290903,275.76825745100916,169.1468136019267,156.3061766763057
aquatics,LECO,877,10,oxygen,0.19768024071462575,6,13,179.4976461782415,868.8044155544294,38.19053003817351,11.017234317579168,7.071645301776838,10.771118581001337,32.482551076484214,18.970469612317125
aquatics,LEWI,992,10,oxygen,0.1802375783034202,4,7,402.1591405620096,1018.6048896759113,109.67353772831511,23.81947411646915,30.774607398993144,25.546263480854797,26.662042435125375,31.85854593325624
aquatics,LIRO,328,10,oxygen,0.3673171840500115,4,7,28.341071401094855,50.49993934705226,31.19416989099355,30.845922833799772,22.958837963606925,27.90535641922424,52.31401222786368,29.27454884419686
aquatics,MART,979,10,oxygen,0.2113250053941603,5,7,77.96198419405125,838.7700685901707,172.24172809549984,40.24394478168579,32.76502892775989,78.21206433253118,30.015481612120613,33.0775584649671
aquatics,MAYF,969,10,oxygen,0.1348798819031776,7,4,144.69604350889685,1232.5198350188518,18.760522149154966,16.424704249653228,9.902354091219431,14.072395536520549,68.66001965958525,22.708021827377067
aquatics,MCDI,981,10,oxygen,0.6553767155152617,5,5,1715.3183810047392,4125.017115403824,692.349676966719,287.0139696251488,210.7392404363497,640.9212446061495,413.22277489922067,448.0037328992225
aquatics,MCRA,633,10,oxygen,0.24058872258629033,7,3,25.442536987851934,621.8326211479938,122.24687767929574,25.957061207761267,22.641603169601073,27.541503524781533,52.98191197578684,52.709113347501095
aquatics,OKSR,159,10,oxygen,0.1385987505668559,6,5,15.891942513252056,76.54827416416357,4.501214338592195,1.9005556603106124,1.9379909330887566,3.887204693590177,2.8567041463758183,3.979468553268537
aquatics,POSE,995,10,oxygen,0.26799697835797204,6,13,474.3237084727308,2629.9197338346708,81.88954534867955,28.570718603290274,16.591585951889765,28.707574271478574,49.46978386015653,21.04572161954353
aquatics,PRIN,953,10,oxygen,0.7098413209928641,5,9,1569.218397416203,2202.4138381543244,418.4289287507756,264.5385099992532,135.7795208918775,294.7193191315602,318.76374255882706,270.520162788237
aquatics,PRLA,113,10,oxygen,0.8482001212459386,3,10,39.87458396214966,48.39280269752746,53.040697015781284,19.632009456514155,16.09037989595937,39.513185107859684,32.62698132088915,15.429623595981422
aquatics,PRPO,243,10,oxygen,0.5047894843004836,4,5,151.4154640787411,224.06810243092076,101.06605952067558,38.43167037055242,28.662708220986325,50.39095938580902,57.56408276877689,45.17641320529281
aquatics,REDB,711,10,oxygen,0.20308190741024904,3,6,190.83673629898962,339.3983846591442,93.06995995927046,20.6433162891191,16.24625420368495,93.541343364676,26.43715636451104,38.100359202465484
