theme,site,n_obs,n_vfolds,target_variable,rmse,mtry,min_n,importance_surface_downwelling_longwave_flux_in_air,importance_air_temperature,importance_surface_downwelling_shortwave_flux_in_air,importance_northward_wind,importance_precipitation_flux,importance_relative_humidity,importance_eastward_wind,importance_air_pressure
aquatics,SUGG,811,10,oxygen,0.2842483815085195,6,4,205.86882163762567,750.2160357123137,126.52698783877996,60.667581033359326,40.026349740661054,75.69642804700909,119.99813931060324,75.6576325829038
aquatics,SYCA,579,10,oxygen,0.6111560661192159,3,2,784.8118057759958,1204.9197316892944,457.84333773803087,181.21139831887822,137.6904295968143,252.91650984354686,192.07775418799463,291.26343215355814
aquatics,TECR,885,10,oxygen,0.1986341495641384,4,3,234.77953111482023,839.6627099589485,336.6544384950397,83.14944237233908,16.829885381500794,131.380738321062,47.63210297417832,43.04720190367868
aquatics,TOMB,421,10,oxygen,0.5256573288927293,7,6,83.03853504223382,272.7652938159726,141.70204924285102,99.57122995533122,58.77686078171267,114.68672740870406,166.819459039988,99.19800758263658
aquatics,TOOK,134,10,oxygen,0.17156192599330897,5,8,8.468001217437388,1.8082935143904022,2.6879316984139168,1.2588617428977835,1.951082614131905,2.3440005516135956,6.595399507360888,4.065478131733375
aquatics,WALK,875,10,oxygen,0.17084583099929102,4,8,129.84246289164207,272.194009168962,42.26465099635557,15.188127176909152,15.819282119626067,12.10865586993469,17.274344554123665,16.64087379863465
aquatics,WLOU,905,10,oxygen,0.09502084228834069,5,3,73.41299728440758,200.64421880445397,11.066674996835353,8.954473864399448,6.189555902047212,10.498330254928264,7.493456975212337,31.24250257084868
aquatics,BARC,779,10,chla,4.56533287703979,1,25,1124.3076272574729,1416.9354993114748,1268.8476886781366,1103.768472075389,851.5130818524569,1381.6910381872895,1290.010813522943,895.0458150276448
aquatics,BLWA,493,10,chla,8.786155631010473,1,18,8406.147064888462,8373.173783543567,7505.444642853384,6006.7878665703,4377.260626476882,5195.334317325707,4883.322865705582,7273.905956053432
aquatics,CRAM,378,10,chla,0.5567850524029574,7,10,40.701468088047314,81.29452214334984,94.03804769405951,61.97548473760262,47.88264502345053,54.75126894889801,60.563154383856485,56.45628418119488
aquatics,FLNT,803,10,chla,0.818778885641939,1,33,80.18067597076472,81.04233192171968,58.23888787575492,45.122367212794316,40.937609919845116,51.53413487574498,45.83553174423182,60.1198780266746
aquatics,LIRO,351,10,chla,5.112128648169594,1,13,2023.1006112968114,2061.571200776295,1946.7963064338987,1539.478172313598,1405.0028063657292,1372.5706669983756,1640.620995392465,1470.3401767763737
aquatics,PRLA,114,10,chla,3.767441871263879,5,11,774.6079135730611,538.1661709238693,749.7071394523924,414.5948675809837,1326.3857823275334,1949.3036225031353,299.5715388502659,259.42505572031894
aquatics,PRPO,242,10,chla,17.95659920792228,4,36,10731.418929522952,10746.391263058422,19565.709282510834,7534.013103061251,5703.085017244825,17779.002287573854,7318.952682987876,6148.6211482356175
aquatics,SUGG,732,10,chla,2.8700283760788805,1,4,4995.180351999687,5364.730500759084,4326.674719184347,3151.332920834342,3326.412677379041,3406.922197154116,3925.886991631959,3404.73190618189
aquatics,TOMB,429,10,chla,3.8583149073287952,3,3,26841.968067933452,26871.281416004564,5048.566333941634,5435.9888205985235,4955.4138433119415,6474.803952583684,6972.10948837975,4205.327444579534
aquatics,TOOK,134,10,chla,0.3832436625411228,3,17,6.9656851764860575,4.934724766612782,3.260648046190455,4.514413608955972,2.69203673075053,3.8063783118854686,2.693333092481169,9.807131771035827
beetles,ABBY,20,5,abundance,0.23299140610896987,2,31,0,0,0,0,0,0,0,0
beetles,BART,20,5,abundance,0.5482251880195297,7,38,0,0,0,0,0,0,0,0
beetles,BLAN,26,10,abundance,0.09326267038468992,2,12,0.047677511296020034,0.03510792060892722,0.03886074426624586,0.02368347186434992,0.04696548267655552,0.05751691019954043,0.03144053428197428,0.03352516874256514
beetles,BONA,13,5,abundance,0.7522943588697747,6,36,0,0,0,0,0,0,0,0
beetles,CLBJ,35,10,abundance,0.027770088080939864,1,8,0.004371817804873873,0.0040763934610961285,0.005025637928242542,0.003297644170706364,0.007275343186976841,0.0042702064698391835,0.0033841184311007755,0.005254272436593085
beetles,CPER,31,10,abundance,0.13681998142116836,3,6,1.0288344416571673,0.9003855287723199,0.7401681342875672,0.19134781150380226,0.22996052314586524,0.16272387362921029,0.22697780366985015,0.2977163071205782
beetles,DCFS,18,5,abundance,0.06933641753335733,2,16,0.01099999309120728,0.010851406129045314,0.007071668062328454,0.00701654546606029,0.006312297892590935,0.006825864367681897,0.003857315962866597,0.00665088876911126
beetles,DEJU,15,5,abundance,0.08001850294735026,6,14,0.0011467137514755556,0.007291975138519705,0.02699538638756105,0.04099539451025477,0.009512808089229921,0.0032772619863924795,0.00871490048249295,0.016134408095897727
beetles,DELA,29,10,abundance,0.06858501336887518,5,34,0,0,0,0,0,0,0,0
beetles,DSNY,31,10,abundance,0.04253238371562537,2,5,0.03321989822116567,0.05212754021845068,0.03330706368967667,0.028113408100833473,0.02657016105482421,0.021179125045988324,0.039154457995616565,0.01695387555421382
beetles,GRSM,26,10,abundance,0.21598904093913515,1,28,0,0,0,0,0,0,0,0
beetles,GUAN,28,10,abundance,8.331786785548731e-4,4,37,0,0,0,0,0,0,0,0
beetles,HARV,20,5,abundance,0.07238686097623923,1,12,0.01665322192873241,0.015299233564887204,0.012886947339952706,0.015449434754892452,0.01257388584742947,0.011861983130667773,0.01257591817660132,0.016810113132843273
beetles,HEAL,14,5,abundance,0.06203038500685202,3,26,0,0,0,0,0,0,0,0
beetles,JERC,29,10,abundance,0.016601617175691547,4,20,0.005594750743347198,0.0010186691965723643,0.0016098010593746533,5.520861088766482e-4,0.0025608963789126595,9.009499691656225e-4,2.894706384164041e-4,3.410541365131032e-4
beetles,JORN,31,10,abundance,0.10819370596006186,6,36,0,0,0,0,0,0,0,0
beetles,KONA,25,10,abundance,0.21215479668232753,2,32,0,0,0,0,0,0,0,0
beetles,KONZ,25,10,abundance,0.08838490057489837,2,3,0.14193642259909126,0.1468197020195804,0.09527232819650139,0.23502553769967768,0.06002631538960809,0.08953758802274675,0.1130117967047035,0.1164508151126114
beetles,LAJA,28,10,abundance,1.3551512402287595,2,38,0,0,0,0,0,0,0,0
beetles,LENO,31,10,abundance,0.074101317127557,2,34,0,0,0,0,0,0,0,0
beetles,MLBS,22,5,abundance,0.20921442109065083,1,5,0.371939499576947,0.36324380582443855,0.5038233919053953,0.44868862035944335,0.3730315400440852,0.3372360948754862,0.39717924061920534,0.36522813712208024
beetles,MOAB,33,10,abundance,0.1622711715630468,1,40,0,0,0,0,0,0,0,0
beetles,NIWO,14,5,abundance,0.10184646603617782,5,3,0.3913456149031018,0.15489470445633458,0.366950976863138,0.0506244551097799,0.06459957106016423,0.07733017215804673,0.07046408104234496,0.09417453036350322
beetles,NOGP,20,5,abundance,0.06980935307407159,4,3,0.07400554424340099,0.2209239752387079,0.04747138798948463,0.07838523616658452,0.03552358191860274,0.05577683526992456,0.22262827862091952,0.13176652425834356
beetles,OAES,45,10,abundance,0.12155126784558494,1,31,0.02458147375985898,0.029414256859997292,0.011318897920909845,0.014959992629991838,0.012342819031703525,0.012186504512876922,0.01801357782345509,0.015004220726846764
beetles,ONAQ,23,5,abundance,0.00133248609721768,7,36,0,0,0,0,0,0,0,0
beetles,ORNL,30,10,abundance,0.06696734576549192,2,12,0.04565360559305049,0.03921479552596989,0.03049783894321163,0.019645484555785776,0.024659759867195496,0.03265871502837758,0.021606038207583594,0.015202569110913841
beetles,OSBS,33,10,abundance,0.060147626953659356,1,28,0.0059690028687687125,0.005893971957678051,0.0053839965191520844,0.00381727111352984,0.006511348596463698,0.005469382685755747,0.004460065827033295,0.0037641101154542804
beetles,PUUM,27,10,abundance,0.321723564458181,7,30,0,0,0,0,0,0,0,0
beetles,RMNP,18,5,abundance,0.12115696919175088,5,6,0.3111925053721868,0.29907224292563805,0.04673022741308187,0.373779091903241,0.021376934812748643,0.05389501026126463,0.12715234053089025,0.1320407103162289
beetles,SCBI,27,10,abundance,5.856460081926317,3,29,0,0,0,0,0,0,0,0
beetles,SERC,31,10,abundance,0.3230100364310594,1,16,0.4104737509683149,0.37021898760115085,0.476726347534326,0.23885004727958378,0.250421270300116,0.4971973148323959,0.5047660456525622,0.25592605033557214
beetles,SJER,43,10,abundance,0.17881347769646294,1,15,0.07274045285845636,0.18342697626779011,0.24028680322359394,0.3221488719595209,0.05609007731783819,0.1604722888723526,0.03939368496543369,0.18347262091486818
beetles,SOAP,24,5,abundance,0.07306508328846863,1,15,0.009687377713212528,0.016109626636015995,0.00853483481717732,0.008904928418453466,0.005911221185702729,0.012375447107586441,0.006522928675313046,0.009142705522190746
beetles,SRER,35,10,abundance,0.2798221281546344,1,36,0,0,0,0,0,0,0,0
beetles,STEI,18,5,abundance,0.2989935938603274,7,16,0.09465364064459726,0.5560732368030815,0.03237128818084009,0.14778649315777767,0.04937563241657151,1.8631347082489265,0.014131251646832937,0.04368276432791638
beetles,STER,24,5,abundance,0.36112095570730024,7,14,10.190192347955207,0.9103569584789998,0.32106789247211426,0.028379748299935982,0.6098765169972155,0.04776897777167675,0.8579566653514357,0.6787255829314519
beetles,TALL,29,10,abundance,0.04727117506823553,5,29,0,0,0,0,0,0,0,0
beetles,TEAK,16,5,abundance,0.06977732004213345,1,12,0.0072465808381447314,0.008929927983995957,0.0109280008771296,0.012998337152732894,0.008454209347505947,0.0099980505286989,0.010810800932418528,0.012492461771803413
beetles,TREE,19,5,abundance,0.09311316697371219,1,10,0.023568211161700083,0.023709768993312938,0.021357309073934155,0.025452205310049353,0.017098884553531972,0.01812156624286139,0.017354873665349855,0.01987880917919458
beetles,UKFS,31,10,abundance,0.08158370577506187,3,33,0,0,0,0,0,0,0,0
beetles,UNDE,17,5,abundance,0.09464261695598694,1,38,0,0,0,0,0,0,0,0
beetles,WOOD,18,5,abundance,0.093613247862239235,4,27,0,0,0,0,0,0,0,0
beetles,WREF,20,5,abundance,0.07236129823400364,7,14,0.027465458244544428,0.03311341412310043,0.3662639101781666,0.054168460887195145,0.00212090886421003,0.054201802254192265,0.024618590035697076,0.004527073316186691
beetles,YELL,15,5,abundance,0.16232234316026878,2,31,0,0,0,0,0,0,0,0
beetles,ABBY,20,5,richness,4.618372760782753,2,17,30.145497283366776,38.106401053031945,64.86440449811624,14.289056156588511,26.13678046411794,45.23219049777194,43.81993310235515,27.99463610023447
beetles,BART,20,5,richness,2.9054124130663443,3,25,0,0,0,0,0,0,0,0
beetles,BLAN,26,10,richness,2.622382570094769,1,4,90.19718312765059,86.99351557013475,101.38972480925275,98.38562141708313,96.79050183791843,104.84561014071254,83.07962018832765,86.20975331185015
beetles,BONA,13,5,richness,2.7348833321069996,2,22,0,0,0,0,0,0,0,0
beetles,CLBJ,35,10,richness,1.715935009356967,2,7,54.83113611161125,43.92564409051283,22.666293077265784,33.375332806742165,96.94125183228118,74.52504612148697,27.775164917088127,25.5084262811068
beetles,CPER,31,10,richness,2.506841008319229,8,16,429.61372613926835,83.88980450000366,10.928398346610415,2.241258283117612,5.49582240911718,1.9524102856574173,12.602068287313873,14.311433777241396
beetles,DCFS,18,5,richness,5.97455424134019,7,34,0,0,0,0,0,0,0,0
beetles,DEJU,15,5,richness,1.3295007946454807,4,3,16.5867071040071,11.790561605061603,20.778307914307902,13.951693994893985,10.041489443889446,24.479274686424688,30.18705462315466,40.94497729492729
beetles,DELA,29,10,richness,2.6507396881372087,7,20,63.56118598074418,129.25816194103095,25.566996407012926,6.407080091311016,3.80483203519828,2.6361011039222926,9.181850288231853,6.340531438656255
beetles,DSNY,31,10,richness,1.6112941068536693,3,5,63.20826219975555,126.51700017279084,52.92825376868848,30.03183885672395,36.99430450116754,49.43776302242771,52.642485469129966,39.26371028888581
beetles,GRSM,26,10,richness,3.561233686755251,3,20,88.2677101921356,164.34100176374557,17.489613527292168,24.766816819391256,31.46075613439388,23.25747502711331,11.22497292046245,37.249242549467944
beetles,GUAN,28,10,richness,0.25916420719733396,8,27,0.17737739926739926,1.256611385182323,0.33162481569959823,0.010387099567099569,0.06893780663780666,0.0023809523809523807,0.044453805453805464,0
beetles,HARV,20,5,richness,2.361340383200477,2,17,9.563265015419734,6.885118607665125,21.563377972216983,4.674405257229871,20.38563542449124,16.200135337993622,14.251348359509436,14.343851535186518
beetles,HEAL,14,5,richness,1.412702197917169,1,2,20.138284160284147,18.65564998335,12.371599805749806,16.32397450327451,15.588618775668786,21.771984171384158,19.9000288933289,14.337859706959723
beetles,JERC,29,10,richness,1.8352907582858655,8,18,62.67295115425275,12.821705683314324,3.0319324779280974,6.490313607646752,105.11912841488248,6.321807404826428,1.8847385694726493,2.6093758748205875
beetles,JORN,31,10,richness,1.041336077325345,8,10,49.89363711268614,9.324862587128928,20.647075804011514,5.295887741790386,3.719282261522245,6.42326410937119,8.323218921326932,7.3116216669757135
beetles,KONA,25,10,richness,6.817634640137296,3,34,0,0,0,0,0,0,0,0
beetles,KONZ,25,10,richness,6.036426433710594,6,34,0,0,0,0,0,0,0,0
beetles,LAJA,28,10,richness,1.2832741050030694,7,35,0,0,0,0,0,0,0,0
beetles,LENO,31,10,richness,1.330257733377911,5,9,35.401572899614145,77.84255996374966,27.763898471135697,23.674026270561757,5.079665033093676,15.638404422874089,17.03516965399865,24.04711470330307
beetles,MLBS,22,5,richness,3.4529061818390607,7,15,178.13846658058134,102.5793673749539,42.327098192957685,171.52373325858858,23.03372896073655,9.992912443653704,9.411482277036692,12.645052697483116
beetles,MOAB,33,10,richness,3.9398856364471833,6,33,0,0,0,0,0,0,0,0
beetles,NIWO,14,5,richness,1.2492628415184992,7,10,22.246987673437662,27.79077217227217,75.62319642579644,7.476573959373957,3.2456599067599075,14.335924525474516,8.280007819957824,6.466748945498947
beetles,NOGP,20,5,richness,1.7141589693555914,4,3,73.35800870388638,125.14130581354505,45.5914122727376,47.24102574761834,10.248081803344576,29.487225666146713,34.280739539330646,53.985167120057405
beetles,OAES,45,10,richness,3.397394901109797,1,29,27.380129310610606,23.52768011899428,18.781791398343827,16.753726457637615,11.62163447439508,18.010204560253143,16.146484878533247,22.437712511357184
beetles,ONAQ,23,5,richness,0.447639471459251,3,36,0,0,0,0,0,0,0,0
beetles,ORNL,30,10,richness,2.4468895592764897,2,5,169.53935892968119,146.9700172694609,103.93368941150722,70.58444304040964,77.27865712536047,74.93112137300983,62.022924102994565,108.47552208090943
beetles,OSBS,33,10,richness,2.2407057324257598,2,28,21.912113664726967,10.661927981998103,3.002121777093523,6.577915412671058,9.092899420397567,16.55221804939666,4.843878921730399,8.707541600910215
beetles,PUUM,27,10,richness,2.2668605145867695,6,35,0,0,0,0,0,0,0,0
beetles,RMNP,18,5,richness,2.3524352079084787,7,36,0,0,0,0,0,0,0,0
beetles,SCBI,27,10,richness,2.589681254215703,2,5,171.16757696877752,185.33223291423536,150.89286604871086,87.97504411911127,66.78626699552323,202.71359137067043,103.09431438234739,101.4855034969199
beetles,SERC,31,10,richness,2.7595572479908124,7,9,219.68742633419689,676.8748025517261,153.4201871955784,57.39208174444507,24.067511525281862,24.57677815099907,137.7317029577767,24.20175587896189
beetles,SJER,43,10,richness,0.773333788872724,7,10,2.8535163257093825,3.9174663352763193,19.18433444806696,43.06925376841385,3.6185310332639493,6.54250805824894,6.824828687268285,8.579820424593976
beetles,SOAP,24,5,richness,2.1824501266901817,5,15,3.9377129871934056,2.2086453728246296,66.0208504360105,39.91346024587729,7.048226640610854,11.179676186154744,7.415853019177245,15.152282588008829
beetles,SRER,35,10,richness,1.6189396571467227,7,13,170.29941407550257,17.518734269438088,49.79477483056112,1.414980808262177,16.006845242756228,22.18336454956968,5.080491507396559,14.545586646805587
beetles,STEI,18,5,richness,5.448378284033326,4,24,0,0,0,0,0,0,0,0
beetles,STER,24,5,richness,4.811862071980108,4,14,252.0110821059285,123.37242867399198,114.8591135327091,40.456606591791434,155.29798960467636,48.04696954153516,94.37918835791834,205.2694891849666
beetles,TALL,29,10,richness,1.6832039821394917,1,10,24.136611116441856,23.663404842553213,15.009285629680258,18.132087032069112,16.263034978791485,19.271197511843294,22.717094121750694,20.837021657948355
beetles,TEAK,16,5,richness,1.1056332215898517,5,11,5.156175566100566,0.9266076562326561,4.87086213231213,1.0998758547008545,3.069544078144077,1.1345131451881452,2.4973946192696177,12.201175505050488
beetles,TREE,19,5,richness,3.6532466261616663,3,12,44.79102598063272,90.26070113132486,76.69306969961583,96.01260027932163,21.87068713957181,32.26078921183735,34.533328640855196,14.77019742318225
beetles,UKFS,31,10,richness,8.339616362013105,5,38,0,0,0,0,0,0,0,0
beetles,UNDE,17,5,richness,3.8573571460585723,2,20,0,0,0,0,0,0,0,0
beetles,WOOD,18,5,richness,2.8434552140998868,5,7,41.16437616223649,38.252944855961005,203.44745768512504,45.07410591777502,43.69250302197802,69.8389124646595,104.61637289573167,76.50526032986626
beetles,WREF,20,5,richness,3.2311250362683275,6,30,0,0,0,0,0,0,0,0
beetles,YELL,15,5,richness,5.157328983107438,3,36,0,0,0,0,0,0,0,0
phenology,ABBY,989,10,gcc_90,0.0028407541966356227,5,3,0.020596056743049693,0.07266543095276108,0.023339190145269712,0.007510596208062325,0.008967005069793886,0.006706826390915856,0.006749346178758322,0.008135889252494035
phenology,BARR,567,10,gcc_90,0.001923758801161357,8,3,0.005651977391714795,0.009944260567024065,0.008128835579852011,0.002970248319950385,0.001504331751188193,0.0037021946251064182,0.001859228973091899,0.001868352360048692
phenology,BART,990,10,gcc_90,0.00955982879798304,3,6,0.4622591650467418,0.7477493083313388,0.2808825433056632,0.05490241049341347,0.07767160355762294,0.08829299691547504,0.06641699492711811,0.042592260307567326
phenology,BLAN,993,10,gcc_90,0.007107762213411513,5,4,0.31852523250045484,0.8474489022582351,0.25348377169906844,0.038528085519798444,0.036187602952107566,0.04215419874844929,0.06412324082845128,0.03775985104991259
phenology,BONA,671,10,gcc_90,0.0019835978739645363,4,5,0.0582983655377095,0.1290845242313315,0.009819096462824126,0.0029007238433342596,0.0031817481779264937,0.016942618682782788,0.0034361932315197974,0.002108741255601837
phenology,CLBJ,990,10,gcc_90,0.0043884551184694715,5,4,0.12133005405716979,0.22630777204780586,0.10054778758118456,0.030265096710385395,0.009818803048203435,0.018061806868682376,0.021856363223514457,0.018639888220834983
phenology,CPER,989,10,gcc_90,0.005061641355281381,3,10,0.04999560706380584,0.037007549914862,0.03839944159840493,0.009512697979344674,0.01420220499747206,0.027001246452000728,0.008916339938651171,0.012498455569664049
phenology,DCFS,992,10,gcc_90,0.0050842250045130535,3,4,0.09103743400503572,0.13659211175708905,0.07272613018325176,0.017371695022707502,0.02758584473027944,0.061591918572793315,0.014917189090100294,0.019859592814514323
phenology,DEJU,727,10,gcc_90,0.001374365323034929,4,4,0.037446114415714056,0.07483809379158322,0.006774221443553622,0.002076544217158488,0.0019316256556895903,0.011593617724456724,0.0013712080356206124,0.001142261128326024
phenology,DELA,992,10,gcc_90,0.005890853731406594,4,4,0.10305320203614826,0.23000518874409667,0.30282272158879675,0.028507198366675677,0.03142241220890627,0.04283587219061589,0.0391229356956759,0.03733257426910389
phenology,DSNY,991,10,gcc_90,0.009894528568656443,3,6,0.20727198429610263,0.25200154626120613,0.1388458337242538,0.06845587144410757,0.08729008986008012,0.06151666571805677,0.06822586249127342,0.06794752468141076
phenology,GRSM,995,10,gcc_90,0.0070389120597392765,3,2,0.23691905996439064,0.63517895463319,0.43738354132613566,0.05307189506572604,0.07315670953479515,0.06117047949124452,0.08575844191190715,0.04419227933429748
phenology,GUAN,973,10,gcc_90,0.004349339291237486,7,3,0.01998859301021313,0.04144778012182204,0.03740776427480535,0.02606347067450822,0.016007567758097536,0.034761863503944286,0.01433690183992879,0.04886461383987913
phenology,HARV,976,10,gcc_90,0.010282363655582901,4,6,0.4849695013262636,1.015378422075947,0.2171457229072858,0.06348441305186774,0.0485925868734965,0.06706105777040687,0.09235678943149954,0.06332737255551009
phenology,HEAL,718,10,gcc_90,0.0046678387164374195,4,2,0.13799445134722313,0.15588734216423727,0.027205526604723276,0.012354217613953215,0.013531264253677034,0.02378767263616739,0.013530951981774644,0.018965026778899927
phenology,JERC,991,10,gcc_90,0.003633437811730034,3,4,0.027433941153129106,0.02512179865426175,0.021662899401001287,0.009002883400788449,0.011223489258733182,0.01372604958849652,0.01065620109632218,0.01149323484553064
phenology,JORN,989,10,gcc_90,0.0033105497630283114,3,10,0.01674191791405447,0.011448733351397851,0.006484243179762119,0.005278988586051293,0.0054573461327362995,0.0075847585652129715,0.004329206329817871,0.005290759883076373
phenology,KONA,989,10,gcc_90,0.01077502263426141,3,5,0.15058581492765227,0.10979644925853352,0.12944055005354016,0.06516398308414431,0.06191023368311681,0.1078761340523265,0.07081816273568502,0.08262372016091622
phenology,KONZ,987,10,gcc_90,0.005722173226592112,7,2,0.5850527459054864,0.31224827670785604,0.17374100236309062,0.025859139136526092,0.02706180453650048,0.04684933299401237,0.05144151638698092,0.03878698832883981
phenology,LAJA,962,10,gcc_90,0.005622626445413193,5,3,0.08226431922802223,0.09029445462756608,0.05041835824824487,0.02442720599752152,0.030535146460695828,0.03661942118173891,0.024199092102055533,0.05690208321402104
phenology,LENO,976,10,gcc_90,0.0059692976540817065,5,4,0.09437197768153778,0.31531390739112375,0.20620148893317372,0.03239159259635317,0.03492008739812863,0.03453711304174335,0.05161785903967388,0.03092220101575831
phenology,MLBS,985,10,gcc_90,0.007269593824864811,3,10,0.16792473176624317,0.34152119670126224,0.1279908719892855,0.027104015083458066,0.02128456307643684,0.028451419613835235,0.030201147239459786,0.021110483314543363
phenology,MOAB,979,10,gcc_90,0.002634553469797095,5,3,0.017295686610224476,0.017280648055154894,0.013248160931818955,0.007136480238421743,0.004013827524992095,0.009333418848015402,0.006837423482444652,0.008631048004926048
phenology,NIWO,984,10,gcc_90,0.0017751616550879526,5,4,0.04667013435059567,0.05795900183837445,0.004858603182712789,0.002430816203341365,0.0034095361673346617,0.00626552068725342,0.0017687304468328076,0.015029611136739257
phenology,NOGP,988,10,gcc_90,0.00561416338362719,5,12,0.13211085158501065,0.2931824690501113,0.05352606973059498,0.010697043609141718,0.008527094474235147,0.03233487860341973,0.00803280759224704,0.013897445014697625
phenology,OAES,942,10,gcc_90,0.0037734896765281717,7,3,0.256630887227731,0.03995756871080486,0.05411866237137995,0.012328305016969781,0.009885962047174762,0.0243597412542974,0.015034315735030578,0.016532409375627537
phenology,ONAQ,962,10,gcc_90,0.0018665914558879733,4,17,0.0026450492176355454,0.005779581546119808,0.009095162683324432,0.0010489716911301094,8.71529728509497e-4,0.001600099867846879,8.198476690307066e-4,0.001168720326526075
phenology,ORNL,953,10,gcc_90,0.006735201458516369,3,3,0.22512746658600646,0.53301931179314,0.38269625870065827,0.04608920622684999,0.04366999497341998,0.04867966276952422,0.054964846408333205,0.04914344396070834
phenology,OSBS,987,10,gcc_90,0.0019631140427399433,6,5,0.00912272392999547,0.030553295297893232,0.008122137956413292,0.0031694860208423777,0.0020626222137627897,0.0035544901312559592,0.004183650442213676,0.0027956474873962064
phenology,PUUM,925,10,gcc_90,0.003176705150328355,3,16,0.002861327069852028,0.006240413789574736,0.002796507045136682,0.0021936328848139253,0.0027357413691405786,0.002223134682263324,0.0026814544779477237,0.002515946661846204
phenology,RMNP,959,10,gcc_90,0.0031928069335155863,5,6,0.09407177899371988,0.24045854347262868,0.01321414955603969,0.007644109578061814,0.012180559533473818,0.023730157654977786,0.005586556374983729,0.01865685542364583
phenology,SCBI,991,10,gcc_90,0.009609151842091598,3,7,0.35842744503486534,0.6882625428939074,0.3806419095238216,0.048139809741178846,0.06256372262132033,0.05759414828739553,0.06589145520977634,0.06023725933886941
phenology,SERC,994,10,gcc_90,0.00795521376788926,5,7,0.19290561284781033,0.676809105518688,0.38205367745726787,0.055984992367595326,0.03808847071720216,0.0341567190138153,0.04451443664170988,0.033497100816642936
phenology,SJER,981,10,gcc_90,0.0013542505060558736,4,4,0.0033669996233537136,0.002153474414242404,0.004086790242507761,0.0019457294326332563,0.003568909279166229,0.0024726425376465247,0.0016496697346169659,0.0016644244640263964
phenology,SOAP,695,10,gcc_90,0.0014661785975340741,7,2,0.009425384053142442,0.02011228940563081,0.027878408292898064,0.006629426711562824,0.002758856458565049,0.0018085314815585985,0.001783889556698504,0.0024841843292908354
phenology,SRER,990,10,gcc_90,0.00599670368659053,6,5,0.1597257194451914,0.06156921216952646,0.09860331973823194,0.025070516208621427,0.020344823925143078,0.0634572235548161,0.020331717846500542,0.02761685483925857
