theme,site,n_obs,n_vfolds,target_variable,rmse,mtry,min_n,last_targets_date,importance_surface_downwelling_shortwave_flux_in_air,importance_air_temperature,importance_relative_humidity,importance_surface_downwelling_longwave_flux_in_air,importance_northward_wind,importance_eastward_wind,importance_air_pressure,importance_precipitation_flux
aquatics,FLNT,659,10,temperature,0.8416038860888405,6,7,12/31/2022,3149.035107945027,16267.110699417126,1780.9913504513681,298.6311236,148.48571416290486,565.3493437830955,1093.7756480796145,356.39275420252244
aquatics,GUIL,575,10,temperature,0.27409118351953937,6,2,12/31/2022,269.9675271,471.5663253,396.7904363353032,61.82140219460173,36.58997425279749,51.037426946762935,55.69457605641092,65.08211917052196
aquatics,HOPB,826,10,temperature,1.004602439231224,5,4,12/31/2022,7581.648217767537,26138.588881990843,2442.566495995692,539.0358138046324,450.15917495852386,574.6301538501874,919.2151480557304,524.5133572920569
aquatics,KING,518,10,temperature,0.7243429988389805,4,9,12/31/2022,5104.981279445463,9645.373483578009,1327.6291315898889,156.98488021010752,184.69261730234774,175.06345762560326,158.3019417742394,248.48168888495164
aquatics,LECO,812,10,temperature,0.6002098733092658,5,6,12/31/2022,2864.308989856761,10975.207806620318,1041.0515796393008,194.97956388133753,199.53980991070557,222.71153529062508,441.65162642103877,191.07898741491078
aquatics,LEWI,828,10,temperature,0.35198937,4,3,12/31/2022,4954.210285222907,11274.341591924654,1612.516265360431,120.15561987258235,232.88121022489148,159.2715732668046,187.3646685949091,206.14241331286243
aquatics,LIRO,407,10,temperature,1.0965889950414625,6,6,12/31/2022,1363.6130248504107,8073.002537,785.1641098497602,380.9621171,253.62333114128302,278.87307666303167,857.2297220873107,428.4809636487001
aquatics,MART,802,10,temperature,0.9104572136408143,4,4,12/31/2022,1065.4277167771718,5291.354074,1473.8885637242734,597.6261789754418,440.2967931738004,1161.6711179787178,498.88055727018707,455.15595818165696
aquatics,MAYF,610,10,temperature,2.474562650285108,5,8,12/31/2022,5639.267248138942,9688.120607840126,6222.893064262533,1295.1992985499637,1802.7547744173667,2961.012633925468,1961.9788079843277,1538.4650781727803
aquatics,MCDI,814,10,temperature,0.9943813160548066,6,3,12/31/2022,8636.353406009828,33693.96024870848,2708.5933642660775,866.5676878035885,323.0042290246164,1031.309989413263,1643.4198072553688,1035.751270341559
aquatics,MCRA,487,10,temperature,0.4875823351454792,7,2,12/31/2022,169.82887983362016,5246.887629,724.0624546990776,149.2996740612296,84.48126375747422,116.1059534187759,168.98432436045331,129.7029066197092
aquatics,OKSR,170,10,temperature,0.691173493,5,7,12/31/2022,393.0591720996812,1440.1674090512997,214.42056986653157,46.64709813317142,41.68777699615196,119.40880958018481,59.164181791263566,83.39096704267712
aquatics,POSE,761,10,temperature,0.599538003,6,2,12/31/2022,5648.116535071542,26164.87342535664,830.3056820300213,306.6371370600421,168.62318442272863,280.31160635645074,504.66586843441644,248.1830638928379
aquatics,PRIN,812,10,temperature,0.6493519138444419,6,4,12/31/2022,10603.80565350594,34955.895951652186,2009.2136654052151,403.93140697965583,301.8317801,475.43221644695234,824.4542676747596,266.5356746620418
aquatics,PRLA,352,10,temperature,0.9055698236387617,6,5,12/31/2022,2233.8216724274444,8711.747318980513,964.1619889070746,151.52214123924577,107.81590422625447,275.24743565650556,258.98242000933976,498.7410051462674
aquatics,PRPO,408,10,temperature,0.900008362,7,5,12/31/2022,2217.346555262521,12718.515554037866,641.5939097619681,165.32259180407465,161.93595939788884,363.10930833627845,285.4957996321549,592.1658957569787
aquatics,REDB,636,10,temperature,0.4058112763348711,6,13,12/31/2022,2115.6812181358514,10676.047709420744,766.5476499249612,62.84185349392513,37.99317642268332,97.19454027048846,122.23872711476923,43.29257164128434
aquatics,SUGG,798,10,temperature,0.5902409065556286,5,3,12/31/2022,4592.203589403447,13948.325611851738,2181.357819998977,235.7508170758075,282.34443915726246,396.55282965525595,658.5616376,314.89299212037633
aquatics,SYCA,405,10,temperature,0.7996934033549405,3,3,12/31/2022,2652.695821173926,4002.006676525417,1446.3261581597292,358.69015818333867,266.43472053862257,469.28315284330307,281.17649319035354,541.4493758319725
aquatics,TECR,802,10,temperature,0.36171104716367597,6,6,12/31/2022,2837.1441201981706,14933.80782553084,2277.3926802056876,477.8403458440176,68.89849510324008,199.76283016931373,195.27449791856634,175.9544108120985
aquatics,TOMB,470,10,temperature,0.8255896167274458,7,2,12/31/2022,1567.251196267329,9402.260708159845,793.4566616336699,295.80984478692824,196.05973306026542,520.2177681786051,1345.192676129802,449.28253934746465
aquatics,TOOK,156,10,temperature,0.7545850100202198,7,9,12/31/2022,141.62154506125046,508.2821100527902,110.81967776742687,39.924257908332656,62.865513632372085,38.151469848052436,178.00567192635665,73.63999264593903
aquatics,WALK,799,10,temperature,0.3380847579697228,6,6,12/31/2022,1241.0095396391193,5853.916090089625,279.5956327509848,55.39914438173887,28.95878829576854,66.19060114010051,129.24919083693075,64.59830488583985
aquatics,WLOU,720,10,temperature,0.34616822490402643,7,2,12/31/2022,807.4432996871269,4372.593827298239,146.55350917701347,128.03032692352284,46.903487833996614,92.60437672625669,69.57379127871789,183.58975268943104
aquatics,ARIK,570,10,oxygen,0.6996077314580512,4,9,12/31/2022,560.7288129859718,724.3517384293949,421.64137251301594,164.7380308761319,91.78699282655064,142.2809402800705,134.81494527118755,120.69224113388604
aquatics,BARC,623,10,oxygen,0.23138651828095916,8,4,12/31/2022,40.65063782111573,436.67190339836026,54.33412183833746,27.1668461,15.812874704243628,28.554043923699844,89.20954152941871,56.908327705337214
aquatics,BIGC,794,10,oxygen,0.21033064399671167,5,5,12/31/2022,420.1699500399096,974.6689578,151.22813784314064,83.69565282498094,12.90010653962043,42.82461323643605,33.70494694909175,31.66963928
aquatics,BLDE,594,10,oxygen,0.15008839254760326,4,6,12/31/2022,209.3783000518617,671.5811196565683,83.15794084662679,7.034626618381929,11.728282380392155,181.65807339074416,10.225701725363486,22.49650535750734
aquatics,BLUE,506,10,oxygen,0.3603577812275455,3,13,12/31/2022,248.3848841,317.54319482522976,46.10508479518072,21.247349410207352,26.989087188334533,25.840344867165303,33.45115930253685,86.26192879687888
aquatics,BLWA,331,10,oxygen,0.4066254746204208,5,6,12/31/2022,134.64691943934454,105.33405377837042,202.79863337947583,32.792068355770176,30.831144490184993,50.886154878718806,62.89013860091444,32.578130110684654
aquatics,CARI,382,10,oxygen,0.1522602769713725,7,4,12/31/2022,106.69010236098924,31.291144289241966,13.78896218,5.745851854166794,4.627040136294862,6.329184460649397,8.146105644131392,18.536557794575586
aquatics,COMO,786,10,oxygen,0.29758086129489497,2,3,12/31/2022,146.30397729070245,185.0407759817198,88.46240644583695,64.49034031114329,55.302464251805425,71.96141182394946,53.30200754262692,109.76635864787058
aquatics,CRAM,309,10,oxygen,0.25380583032968557,6,6,12/31/2022,17.672598441203583,26.75640643935061,32.647014546203515,14.853827210660947,14.197611206608533,11.285467078635389,20.552438212969605,15.461636225207602
aquatics,CUPE,783,10,oxygen,0.067218997,3,6,12/31/2022,7.3054228097044955,15.08303163,12.895254295540257,3.3311021816815587,2.6847062109052167,7.009028679739957,4.241639374077102,4.847427933694426
aquatics,FLNT,618,10,oxygen,0.3187894216865427,5,17,12/31/2022,107.76934186580758,473.3058756534377,123.36259410570675,14.753190194910886,10.802263032236414,23.510699084317356,38.699448534095936,18.979018396368094
aquatics,GUIL,723,10,oxygen,0.2000338746647252,4,10,12/31/2022,39.40199241918309,57.86033945452012,48.2396961,11.885656216461118,15.214902453927989,18.815966882253658,8.414408573036004,16.80698170290903
aquatics,HOPB,828,10,oxygen,0.2224517395877777,5,7,12/31/2022,662.1161482829851,2359.339328,168.69967645627148,27.495454172639228,16.96764638161718,28.18942864552896,58.021088184872035,28.73314473498753
aquatics,KING,532,10,oxygen,0.516861177,5,4,12/31/2022,256.2072792190939,495.9881744058365,304.26456132382214,94.13516464,79.04869211595616,244.28826698939565,136.6450592232871,143.2399011527639
aquatics,LECO,713,10,oxygen,0.1373359824354661,7,3,12/31/2022,88.05162715611513,851.1221187138137,14.436962842843556,11.617421374076363,6.850995959809517,9.699285584,28.659897800053113,20.02910588
aquatics,LEWI,824,10,oxygen,0.15173577516627695,5,3,12/31/2022,338.8615831186222,974.7035968528639,69.18168927882452,18.705544628679853,19.404970425724798,21.10498642476411,22.232943071617765,19.0420977
aquatics,LIRO,292,10,oxygen,0.28643664328286267,3,3,12/31/2022,28.364151007284825,43.06096285917325,22.85632473251057,24.073328116749035,17.683096011393793,24.517213561243448,37.81874412118732,22.529511088351622
aquatics,MART,812,10,oxygen,0.18475021427734561,6,3,12/31/2022,48.304611154850704,793.9816994717593,115.26973940245088,31.24894269103696,28.195730065896075,56.84034274256713,26.378800962772058,34.687853381536144
aquatics,MAYF,803,10,oxygen,0.12732939767491885,8,2,12/31/2022,17.565380053422583,1205.118158943955,11.15512129929176,13.520557092986119,8.066118549046179,10.567449707646293,54.44593043732269,21.88242721108702
aquatics,MCDI,813,10,oxygen,0.686924319,4,6,12/31/2022,1474.493429159919,2963.5904974210116,622.0380092256692,247.98279157717067,174.54799560344665,568.6849148010531,330.76641065187357,397.91811033183905
aquatics,MCRA,542,10,oxygen,0.2375966777844427,6,5,12/31/2022,19.926335199626543,530.6781490516788,143.8061902429643,17.03247925007764,12.927913749098817,23.62382902519632,52.54575566947382,38.00360319417163
aquatics,OKSR,159,10,oxygen,0.13712413435453036,6,5,12/31/2022,15.845975386047904,76.59334477972219,3.720078687368353,2.056881392158659,1.8649684723449274,3.377966861354099,3.023708956611833,3.801356887187611
aquatics,POSE,827,10,oxygen,0.17298440860283487,7,4,12/31/2022,291.4993351324405,2390.517095,28.455095118144175,22.272392727651486,12.068837625685125,23.756513036262863,40.29898795042518,20.52060051191363
aquatics,PRIN,791,10,oxygen,0.7339134647049004,3,7,12/31/2022,1439.4296246135925,1588.7119727576426,529.6133161604395,301.68482521094023,177.52241742500257,297.9677446273249,255.14445876868336,377.5755488373357
aquatics,PRLA,91,10,oxygen,0.5728986290553775,5,11,12/31/2022,21.775939313576036,36.63887230586232,25.29869526525407,7.549677348994595,2.6463362575453693,22.909857137952283,7.828643347376591,7.014659633
aquatics,PRPO,210,10,oxygen,0.3840202465165214,7,6,12/31/2022,78.89522848436712,271.0811174055036,46.63469855,14.929194377056096,14.622671525384629,21.144694206253913,30.534205923807153,27.587300715661257
aquatics,REDB,548,10,oxygen,0.14552645056270866,5,4,12/31/2022,134.28797057283464,370.07860735451476,51.351318204621336,8.978299036,6.244333429119983,36.84023363809537,15.384013135601949,12.781244528011571
aquatics,SUGG,723,10,oxygen,0.2869178305818693,5,4,12/31/2022,230.47504619832873,663.6021168085929,148.15851489940303,50.459063819329394,37.410024584518155,75.47785750280188,108.16249209066598,62.31978865694168
aquatics,SYCA,484,10,oxygen,0.7740306284266761,3,6,12/31/2022,650.4983835851559,865.8222091693685,342.60416253064517,162.12539477219607,107.51388701282167,181.95040549346814,159.3091866911419,256.4099630142557
aquatics,TECR,826,10,oxygen,0.22352704535325554,7,6,12/31/2022,163.2297252805423,1078.354809000624,159.32966256141756,84.82317100740819,9.108718542612136,35.39742243394811,39.39493538,37.52344418762646
aquatics,TOMB,289,10,oxygen,0.48415356674887705,6,4,12/31/2022,63.18693229120564,115.95176019319534,152.55681077508333,71.09020029760167,33.166973985554996,74.14107166097497,86.93306595539438,59.38699267821735
aquatics,TOOK,134,10,oxygen,0.2086940522953916,8,17,12/31/2022,9.451954831277506,0.8824405167196846,2.468607750137638,0.8423495416886622,1.3696022627940292,1.15131662,6.384086965,4.167208571008703
aquatics,WALK,715,10,oxygen,0.13049744522952003,3,2,12/31/2022,134.51613349114217,216.76857533599033,53.44564376251191,15.403013447465106,20.11197249869333,14.162052902987853,17.233740120478938,22.595674768612273
aquatics,WLOU,739,10,oxygen,0.10380027122457199,6,7,12/31/2022,59.636189217954225,234.88671697862182,10.354498077146877,6.071121478,3.2978755874207826,8.038155417500892,4.427198664318566,16.791391255813775
aquatics,BARC,621,10,chla,5.012333054571778,1,26,12/31/2022,1941.6320600794945,1490.310106772763,1344.313350944293,1168.0910479842114,1085.2850429737418,1017.9572125567549,910.2254252444413,664.6712654821325
aquatics,BLWA,295,10,chla,3.7506710853296763,6,4,12/31/2022,3751.4416270751135,8473.829613644446,3563.615169660734,4143.133900848205,3160.417194,1948.2507870580564,4649.767790061193,1387.3542192129362
aquatics,CRAM,336,10,chla,0.5127860873342511,2,6,12/31/2022,61.784623271430796,71.37993236,45.82555745647984,50.27168043,45.48345139591675,54.41054574707498,47.03175993064764,42.68255166772141
aquatics,FLNT,652,10,chla,0.5869247232494411,2,22,12/31/2022,68.50371714179126,80.31048726343039,44.738229285113114,99.42367672850258,29.765207766430404,27.641797382254794,42.168803008748625,30.802382582172573
aquatics,LIRO,305,10,chla,2.982587468191644,2,5,12/31/2022,1851.7437951483764,1900.479204,1133.6778792837972,2178.5066647194535,1258.4180111458472,869.1986727163004,949.1511756893656,1225.248731425063
aquatics,PRLA,91,10,chla,1.501696125267283,6,3,12/31/2022,713.8424345401698,271.36736921627295,491.7085930410191,360.30388943717816,85.59844902658647,69.46578744096382,203.45986544761394,73.80476177777862
aquatics,PRPO,369,10,chla,12.33927626886092,1,7,12/31/2022,19375.592449312076,17506.339661848488,20425.991331539473,19278.675265375572,15955.946801811395,21227.420309379824,15809.120946249352,16552.421603514216
aquatics,SUGG,644,10,chla,4.514066840481415,2,30,12/31/2022,2770.090375016849,4619.492366029022,1482.2450486113216,3633.6441037978293,1206.2141217826545,2323.9701123045147,1418.3191353410139,1447.0344239041315
aquatics,TOMB,350,10,chla,1.4088873038562124,5,6,12/31/2022,1263.6901616789407,1303.8919332650303,326.6595990628238,1012.9874683720736,403.28635488793935,248.67239980775778,357.03013562097016,153.59542045203807
aquatics,TOOK,134,10,chla,0.29045098281979953,2,6,12/31/2022,5.122872072470897,6.459750170173089,5.485661928574708,7.691655284465427,6.694933149781501,4.418947392002744,9.594117684685367,4.252279861724616
beetles,ABBY,20,5,abundance,0.2330104315246846,1,38,12/31/2022,0,0,0,0,0,0,0,0
beetles,BARR,6,5,abundance,0.5415983583231869,2,26,12/31/2022,0,0,0,0,0,0,0,0
beetles,BART,20,5,abundance,0.5483162300520482,4,28,12/31/2022,0,0,0,0,0,0,0,0
beetles,BLAN,25,10,abundance,0.063104447,2,4,12/31/2022,0.049743638164618256,0.043172340434584205,0.061049203,0.045374280487584705,0.064438007,0.067685417,0.050200471,0.048757873
beetles,BONA,13,5,abundance,0.7526174916283299,3,39,12/31/2022,0,0,0,0,0,0,0,0
beetles,CLBJ,32,10,abundance,0.044948247515031535,7,27,12/31/2022,0.007615983,0.005061714,0.037668536830206364,0.010980023944816397,0.001712762,0.002865182,0.00121976,0.016155619633857022
beetles,CPER,30,10,abundance,0.14914950866535903,5,8,12/31/2022,0.8568893018070461,0.9866513185308811,0.8834238515957815,0.12750824614071005,0.17108470155740443,0.06272593,0.2001058059378934,0.23585381972696784
beetles,DCFS,18,5,abundance,0.088718872,1,24,12/31/2022,0,0,0,0,0,0,0,0
beetles,DEJU,15,5,abundance,0.11518166190248355,1,23,12/31/2022,0,0,0,0,0,0,0,0
beetles,DELA,27,10,abundance,0.069793848,5,37,12/31/2022,0,0,0,0,0,0,0,0
beetles,DSNY,28,10,abundance,0.035269257,6,2,12/31/2022,0.019806118324393343,0.073436035,0.046590489918779045,0.014748149,0.023246005,0.021814174384506974,0.046279431,0.013052515
beetles,GRSM,24,5,abundance,0.17023614218613087,5,24,12/31/2022,0,0,0,0,0,0,0,0
beetles,GUAN,28,10,abundance,8.331600541767422e-4,6,36,12/31/2022,0,0,0,0,0,0,0,0
beetles,HARV,20,5,abundance,0.1041658790674987,7,40,12/31/2022,0,0,0,0,0,0,0,0
beetles,HEAL,14,5,abundance,0.06202858,5,31,12/31/2022,0,0,0,0,0,0,0,0
beetles,JERC,28,10,abundance,0.015424809643036136,1,9,12/31/2022,0.002601568,0.001509911,0.001562116,0.001269116,0.001835608,0.001715103,0.001629339,0.001212947
beetles,JORN,30,10,abundance,0.092515251,1,25,12/31/2022,0.012985271835376662,0.005074725,0.004467203,0.014108341126657679,0.015234616880598935,0.026832642,0.00608031,0.013822471175743197
beetles,KONA,24,5,abundance,0.18383244237227336,1,19,12/31/2022,0.056926268,0.062526441,0.04464882,0.049583951786344165,0.043400504,0.045469917,0.050526312273198946,0.038993334628547614
beetles,KONZ,24,5,abundance,0.17649319826592316,4,16,12/31/2022,0.13862153619267487,0.32283126673591034,0.24518617,0.047107906,0.033623466,0.036720086972007834,0.022516319562318914,0.051091989741313695
beetles,LAJA,28,10,abundance,1.3550978807915617,1,39,12/31/2022,0,0,0,0,0,0,0,0
beetles,LENO,29,10,abundance,0.052539994,6,28,12/31/2022,0.003850689,0.002243217,0.037200959404310036,1.292967143622228e-4,0.006831118,0.037646115396589276,0.007938009,0.00979806
beetles,MLBS,22,5,abundance,0.2318002156548096,4,9,12/31/2022,0.37687511648956623,0.21211738177375736,0.8908119148784822,0.28999448498374764,0.3802841944744921,0.2669044278979649,0.33139495907186883,0.20662672431133683
beetles,MOAB,30,10,abundance,0.16684489669015803,2,35,12/31/2022,0,0,0,0,0,0,0,0
beetles,NIWO,14,5,abundance,0.10994032581378801,8,5,12/31/2022,0.4685931988346481,0.080890533,0.44251568995139884,0.051139039,0.052701234,0.049259577154206695,0.053899723,0.057547887229860185
beetles,NOGP,20,5,abundance,0.086967013,3,5,12/31/2022,0.088571968,0.17684279578582301,0.036893765,0.065151897,0.037247247,0.057758695,0.20708192025366717,0.10674204139798216
beetles,OAES,41,10,abundance,0.12600295822900012,2,39,12/31/2022,0.026240767342148096,0.037315743,0.009378912,0.02056719,0.005790888,0.014194269,0.015091335425625178,0.009164066
beetles,ONAQ,21,5,abundance,0.020013093717575973,2,29,12/31/2022,0,0,0,0,0,0,0,0
beetles,ORNL,28,10,abundance,0.079494931,1,18,12/31/2022,0.016873183792883054,0.014334372721890953,0.016499515,0.012682959780195971,0.012836110152959495,0.016375566816286467,0.012995370316067305,0.014031910249640582
beetles,OSBS,30,10,abundance,0.066980918,6,35,12/31/2022,0,0,0,0,0,0,0,0
beetles,PUUM,27,10,abundance,0.3033250763526509,7,34,12/31/2022,0,0,0,0,0,0,0,0
beetles,RMNP,18,5,abundance,0.12953765870621464,7,7,12/31/2022,0.3162018749915519,0.34497726655014527,0.045330132854331545,0.36537710317323546,0.016407402044368503,0.025868882681558104,0.13177042695014782,0.087624679
beetles,SCBI,25,10,abundance,6.070287501534395,1,36,12/31/2022,0,0,0,0,0,0,0,0
beetles,SERC,29,10,abundance,0.4560560177660951,1,39,12/31/2022,0,0,0,0,0,0,0,0
beetles,SJER,35,10,abundance,0.13104381128594655,1,3,12/31/2022,0.21208603587404823,0.26859968147129537,0.42444360388094277,0.4537026302403305,0.16405178067528048,0.21336314084896568,0.15574556462364292,0.34228193331506246
beetles,SOAP,23,5,abundance,0.034359343,2,3,12/31/2022,0.029351798897384953,0.042166296,0.018092570663950272,0.021253005609739844,0.010238371607933967,0.030907348269272265,0.017349314823577756,0.018726598
beetles,SRER,32,10,abundance,0.21968669473782887,6,29,12/31/2022,0.21486165502490465,0.032965571028866415,0.085012098,0.020255907,0.1497777841210473,0.11676098585794678,0.6355668635826321,0.055364401
beetles,STEI,18,5,abundance,0.3427856362860433,4,17,12/31/2022,0.10052782177296767,0.43765121950121283,0.1786297446987851,0.13164230108518138,0.05666783,1.139795361139877,0.045074787,0.038710769
beetles,STER,22,5,abundance,0.36550438827064785,8,13,12/31/2022,10.857548012306745,0.5060668067458559,0.23909526468470158,0.061185852975488696,0.43607325899916694,0.048662966,0.7439527912117934,0.5001075826028188
beetles,TALL,27,10,abundance,0.047457132,5,39,12/31/2022,0,0,0,0,0,0,0,0
beetles,TEAK,16,5,abundance,0.058735376,2,9,12/31/2022,0.006973502,0.008133746,0.017195496,0.016675917,0.011690957933671793,0.013223419070763706,0.013933187262223857,0.022915146000557694
beetles,TOOL,8,5,abundance,0.9723865079521328,1,3,12/31/2022,2.0709203726244465,3.333065943189178,3.1978222671957672,1.8886280952650907,2.3396463598153536,2.369187433174064,1.9290419404222012,1.9305407303206994
beetles,TREE,19,5,abundance,0.1303846202232805,2,20,12/31/2022,0,0,0,0,0,0,0,0
beetles,UKFS,29,10,abundance,0.083401068,1,30,12/31/2022,0,0,0,0,0,0,0,0
beetles,UNDE,17,5,abundance,0.094637215,7,26,12/31/2022,0,0,0,0,0,0,0,0
beetles,WOOD,18,5,abundance,0.047498968693760406,1,5,12/31/2022,0.011082145846873356,0.013952691423527083,0.013707479314213388,0.019506909668850516,0.014955754859435356,0.014767415691199692,0.017268269,0.016819216887950284
beetles,WREF,20,5,abundance,0.068637574,8,10,12/31/2022,0.03337615,0.029211784,0.3968138143259795,0.057985941,0.003147206,0.037294111045069654,0.020242742104215457,0.009450801
beetles,YELL,15,5,abundance,0.16233864534154457,7,15,12/31/2022,0,0,0,0,0,0,0,0
beetles,ABBY,20,5,richness,3.8579135347343096,2,11,12/31/2022,56.50426275862936,54.85566265633232,97.16280599416912,27.40342259690774,40.793329335722746,53.153234999804106,59.67185472546026,45.47802823167545
beetles,BARR,6,5,richness,0.4394011391782133,1,4,12/31/2022,0.25089999999999996,0.23913333333333334,0.23043333333333363,0.27299999999999996,0.20943333333333378,0.2337,0.24743333333333353,0.3556333333333331
beetles,BART,20,5,richness,2.381992428365968,7,17,12/31/2022,1.2820297024870537,15.048828271943057,2.623748098684939,4.308045208721447,25.279303596008393,4.940123424726283,8.885460373,10.694216451213048
beetles,BLAN,25,10,richness,5.207686848342553,4,27,12/31/2022,0,0,0,0,0,0,0,0
beetles,BONA,13,5,richness,2.7351193130839344,3,39,12/31/2022,0,0,0,0,0,0,0,0
beetles,CLBJ,32,10,richness,1.8514564562538465,2,7,12/31/2022,122.70935953688262,58.35429284473608,60.28851309932531,52.37480908466636,60.32028137446084,54.35006066911647,21.759356521580088,36.629671512089345
beetles,CPER,30,10,richness,2.3879079564934025,8,15,12/31/2022,343.2075407165558,82.71341265617471,14.206518819834681,6.117846975805097,8.378223216367616,2.929739612008217,24.47499784795037,23.924091866925362
beetles,DCFS,18,5,richness,5.974685537465962,2,20,12/31/2022,0,0,0,0,0,0,0,0
beetles,DEJU,15,5,richness,1.2656861907018393,2,2,12/31/2022,16.424155122655147,12.553890465090477,21.126273026973028,18.370500732600725,14.621444483294484,26.465039077589058,29.160323914973883,31.389106510156445
beetles,DELA,27,10,richness,2.6883673939073867,8,20,12/31/2022,47.71388505017229,104.19422968371991,31.899272354372695,5.228655515997041,3.198043729910429,2.803898024155441,11.683846244227102,7.546814303843006
beetles,DSNY,28,10,richness,1.537684757256315,4,3,12/31/2022,56.00068655284856,121.65559578470895,53.483719,22.216679995298662,30.45610850904572,51.31603179711108,49.78035378497605,44.54065791189312
beetles,GRSM,24,5,richness,2.954981745609943,2,18,12/31/2022,30.634356641154998,33.873223,12.710504358991452,16.195413424390996,24.327531683265647,18.31023942822031,17.676203794199754,16.46118383297912
beetles,GUAN,28,10,richness,0.3499370861822369,7,38,12/31/2022,0,0,0,0,0,0,0,0
beetles,HARV,20,5,richness,2.030976570377707,2,13,12/31/2022,14.398220456100479,12.72643388811051,23.445750250514873,8.455190031958063,21.27514648342714,18.746780462339522,23.710588156270965,19.09213316
beetles,HEAL,14,5,richness,2.1219648985021835,1,8,12/31/2022,11.094269502719502,11.79319594294595,10.163205971805972,11.57459618714618,9.501779570429573,12.17336890331891,14.906248873348876,11.03726361971362
beetles,JERC,28,10,richness,1.849871244756323,3,15,12/31/2022,47.016263673469325,16.717957840998615,5.475261091183611,15.09622742162288,66.13875461344425,22.188027595553592,9.661174611448065,7.883557178
beetles,JORN,30,10,richness,1.0303303803214359,8,9,12/31/2022,49.79808156213225,7.156778751797004,22.254315597698465,4.620136493692225,4.471876080231717,5.624899712913413,9.870155243,6.162825606581393
beetles,KONA,24,5,richness,3.0494015489609705,2,6,12/31/2022,97.44452013384047,115.21688803703626,116.37968831070778,115.38389299343957,69.70663303270024,73.11448952447847,81.36944788955113,115.92602341157931
beetles,KONZ,24,5,richness,2.543863927551581,2,6,12/31/2022,84.35140119752191,88.12171689585698,109.91296089857003,83.80293062654512,42.787920381598624,65.86097820411555,97.87424345931025,58.32681500314832
beetles,LAJA,28,10,richness,1.283271814940392,3,31,12/31/2022,0,0,0,0,0,0,0,0
beetles,LENO,29,10,richness,1.0489208740415075,3,2,12/31/2022,43.80681688958695,55.66028595702052,31.034578975085534,21.816981976483937,13.338052773399694,23.728306756974714,20.225290643423097,29.05920326940472
beetles,MLBS,22,5,richness,2.6437575722842097,1,3,12/31/2022,104.86218595201663,107.69952918102702,82.37658536835532,105.44242917136194,81.03567261854069,67.45243803789084,60.03985308801103,62.534609613099335
beetles,MOAB,30,10,richness,3.9672479327614503,6,40,12/31/2022,0,0,0,0,0,0,0,0
beetles,NIWO,14,5,richness,1.2317375796255163,7,10,12/31/2022,27.76112856032856,26.116190093240096,70.10613465423468,6.851113215,3.2047266344766334,9.953003207903208,8.019092546342543,6.4459420412920405
beetles,NOGP,20,5,richness,2.073003469090058,7,7,12/31/2022,51.953776094364905,164.87824479772036,42.84756724494115,34.21907064,9.696363826919555,15.861302961460627,17.08106401915937,59.124905654416104
beetles,OAES,41,10,richness,3.5521243435208234,4,40,12/31/2022,29.177954809864303,27.120664337913237,5.8962443753331435,22.448506580905487,1.8867813020802797,21.56591483949486,8.213841473253062,21.860934063297673
beetles,ONAQ,21,5,richness,0.6462601787538556,1,9,12/31/2022,2.108419890292025,2.4698977161211677,1.787789840938215,1.3867133336305932,1.4681029871745055,1.814370769967905,1.6512773198765447,1.3313035388244365
beetles,ORNL,28,10,richness,1.8723225139462927,4,4,12/31/2022,129.86578513326316,111.3768136125584,99.03585609,60.21229353017979,48.303310288998524,70.53689914347353,48.67667791185607,73.26003095756084
beetles,OSBS,30,10,richness,2.4622527860116685,8,33,12/31/2022,0,0,0,0,0,0,0,0
beetles,PUUM,27,10,richness,1.6556684044727292,5,34,12/31/2022,0,0,0,0,0,0,0,0
beetles,RMNP,18,5,richness,1.4632007170771089,7,14,12/31/2022,7.562513785724081,24.031918201079964,11.630668511553807,3.6989991728859377,0.38560220612720675,3.244362231,6.803611721448486,12.414440986790986
beetles,SCBI,25,10,richness,2.235020361826215,3,3,12/31/2022,141.0484755707883,133.1006361493387,140.5364081402162,41.84058022,41.105049777379136,52.60685369205039,100.80304388460851,66.256792567156225
beetles,SERC,29,10,richness,1.8330661048711765,7,2,12/31/2022,147.07081793843923,363.9978046673293,180.5312813,79.58830723953099,33.24726506275908,35.94298050991941,165.11549577856468,38.9905647
beetles,SJER,35,10,richness,0.8268802582218115,5,14,12/31/2022,2.476140682156509,6.871920429236072,24.409886978198198,23.07889918858673,2.5523038483383584,2.3314152953468823,2.8457594682793625,3.846751826585559
beetles,SOAP,23,5,richness,1.4186518961635433,4,7,12/31/2022,13.90626799819098,15.504315728645878,62.255521755997854,39.129919382157624,3.7987086441399938,24.879844765654102,14.477236405176235,28.303862131631526
beetles,SRER,32,10,richness,1.6240600037112616,6,10,12/31/2022,147.47201730313597,23.44620097153752,37.53476151158445,4.825481088619839,24.616129336978762,19.491316978567053,24.035394933597093,13.82109311
beetles,STEI,18,5,richness,5.448323136525586,8,27,12/31/2022,0,0,0,0,0,0,0,0
beetles,STER,22,5,richness,4.0606946,1,6,12/31/2022,140.51911740680197,129.2680914167446,143.78553960192713,119.56293099141146,143.38030322520606,111.23905851256583,145.62522079951353,148.35351077310196
